ticker,finbert_lstm_MAE,finbert_lstm_MAPE,finbert_lstm_Accuracy,finbert_lstm_RMSE,finbert_lstm_Direction_Accuracy,lstm_MAE,lstm_MAPE,lstm_Accuracy,lstm_RMSE,lstm_Direction_Accuracy,dnn_MAE,dnn_MAPE,dnn_Accuracy,dnn_RMSE,dnn_Direction_Accuracy
AAPL,2.0243323,1.031982060521841,98.96801793947816,2.750722,52.83018867924528,2.0171397,1.0291210375726223,98.97087896242738,2.772183,55.25606469002695,2.067057,1.0512289591133595,98.94877104088664,2.7635784,48.24797843665768
AMZN,2.3391798,1.397383213043213,98.60261678695679,3.1676488,49.32614555256065,2.3527372,1.4050190337002277,98.59498096629977,3.1639173,48.24797843665768,2.4225497,1.4405392110347748,98.55946078896523,3.2868288,49.59568733153639
GOOGL,1.88792,1.2348455376923084,98.76515446230769,2.6992242,54.17789757412399,1.8923649,1.240954827517271,98.75904517248273,2.7533753,58.22102425876011,1.9322263,1.2630005367100239,98.73699946328998,2.7427428,51.21293800539084
META,6.5986385,1.5061059966683388,98.49389400333166,9.700876,53.36927223719676,6.637824,1.514874678105116,98.48512532189488,9.687957,48.78706199460917,6.918398,1.5736563131213188,98.42634368687868,10.048075,51.21293800539084
MSFT,3.7589633,0.9690029546618462,99.03099704533815,5.053659,56.8733153638814,3.7778182,0.9754259139299393,99.02457408607006,5.0962987,57.95148247978437,4.1898484,1.0784562677145004,98.9215437322855,5.4202394,44.474393530997304
NVDA,2.0643742,2.278231270611286,97.72176872938871,2.9502282,56.60377358490566,2.0370705,2.2597551345825195,97.74024486541748,2.9207683,48.78706199460917,2.199204,2.414863742887974,97.58513625711203,3.1659632,46.091644204851754
TSLA,6.492168,2.7188390493392944,97.2811609506607,9.345423,48.24797843665768,6.5055,2.7283500880002975,97.2716499119997,9.339978,48.517520215633425,6.832432,2.853626012802124,97.14637398719788,9.85967,49.865229110512125
