ticker,News+TS_3class_Accuracy,News+TS_3class_F1,News+TS+Price_3class_Accuracy,News+TS+Price_3class_F1,News+Price_3class_Accuracy,News+Price_3class_F1,Price_Only_3class_Accuracy,Price_Only_3class_F1,News+TS_2class_Accuracy,News+TS_2class_F1,News+TS+Price_2class_Accuracy,News+TS+Price_2class_F1,News+Price_2class_Accuracy,News+Price_2class_F1,Price_Only_2class_Accuracy,Price_Only_2class_F1
AAPL,34.60490463215259,26.35487467184522,37.87465940054496,18.31357048748353,37.87465940054496,18.31357048748353,37.87465940054496,18.31357048748353,68.11989100817438,40.51863857374392,68.11989100817438,40.51863857374392,68.11989100817438,40.51863857374392,68.11989100817438,40.51863857374392
AMZN,25.885558583106267,18.520012878667465,41.41689373297003,19.524727039177904,41.41689373297003,19.524727039177904,41.41689373297003,19.524727039177904,74.93188010899182,42.834890965732086,74.93188010899182,42.834890965732086,74.93188010899182,42.834890965732086,74.93188010899182,42.834890965732086
GOOGL,44.141689373297005,21.202897985197904,44.6866485013624,20.59008160703076,24.52316076294278,13.129102844638949,44.6866485013624,20.59008160703076,74.65940054495913,42.74570982839314,75.47683923705722,43.01242236024845,75.47683923705722,43.01242236024845,75.47683923705722,43.01242236024845
META,31.88010899182561,26.417861711979356,41.14441416893733,19.433719433719432,41.14441416893733,19.433719433719432,41.14441416893733,19.433719433719432,68.93732970027247,45.38690476190476,73.56948228882834,42.3861852433281,73.56948228882834,42.3861852433281,73.56948228882834,42.3861852433281
MSFT,38.69209809264305,27.76001421085354,37.05722070844686,18.02518223989397,37.05722070844686,18.02518223989397,37.05722070844686,18.02518223989397,64.57765667574932,39.23841059602649,64.57765667574932,39.23841059602649,64.57765667574932,39.23841059602649,64.57765667574932,39.23841059602649
NVDA,38.69209809264305,26.190476190476193,47.41144414168937,21.44177449168207,47.41144414168937,21.44177449168207,47.41144414168937,21.44177449168207,84.19618528610354,45.710059171597635,84.19618528610354,45.710059171597635,84.19618528610354,45.710059171597635,84.19618528610354,45.710059171597635
TSLA,41.96185286103542,19.705694177863084,41.96185286103542,19.705694177863084,41.96185286103542,19.705694177863084,41.96185286103542,19.705694177863084,84.46866485013625,45.79025110782865,84.46866485013625,45.79025110782865,84.46866485013625,45.79025110782865,84.46866485013625,45.79025110782865
